backers_count,usd_pledged,duration,staff_pick,state,start_backers_count,category_pos,usd_goal,start_usd_pledged_amount,completed_time,AT,AU,BE,CA,CH,DE,DK,ES,FR,GB,HK,IE,IT,JP,LU,MX,NL,NO,NZ,SE,SG,US,art,comics,crafts,dance,design,fashion,film & video,food,games,journalism,music,photography,publishing,technology,theater,launched_month
31,918.1310632,2642667,0,1,19.0,6,675.09637,567.0809508,0.3134435780217485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31,918.1310632,2642667,0,1,19.0,6,675.09637,567.0809508,0.3134435780217485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
169,4598.5,2462216,0,1,134.0,6,1000.0,4154.0,0.3610877356007759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
169,4598.5,2462216,0,1,134.0,6,1000.0,4154.0,0.3610877356007759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68,1234.0,2592000,0,1,49.0,6,600.0,905.0,0.3499710648148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68,1234.0,2592000,0,1,49.0,6,600.0,905.0,0.3499710648148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58,2346.0,2678133,0,1,44.0,6,1000.0,1782.0,0.34538725298556866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58,2346.0,2678133,0,1,44.0,6,1000.0,1782.0,0.34538725298556866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,2357.713547,691200,0,1,15.0,5,2342.09955,620.65638075,0.24179253472222226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
29,2357.713547,691200,0,1,15.0,5,2342.09955,620.65638075,0.24179253472222226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
11,1622.586875,2427871,0,1,0.0,5,1603.875,0.0,0.10145967392831004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
11,1622.586875,2427871,0,1,0.0,5,1603.875,0.0,0.10145967392831004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
13,1500.0,2498217,0,1,8.0,5,1500.0,125.0,0.2720168023834599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
13,1500.0,2498217,0,1,8.0,5,1500.0,125.0,0.2720168023834599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
30,11471.4371088,2851200,0,1,19.0,5,11365.89664,2723.7559448,0.4975848765432099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,11471.4371088,2851200,0,1,19.0,5,11365.89664,2723.7559448,0.4975848765432099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,2426.0,2588400,0,1,3.0,6,2420.0,136.0,0.06434129191778705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
38,2426.0,2588400,0,1,3.0,6,2420.0,136.0,0.06434129191778705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,23.715986800000003,5184000,0,0,2.0,13,2371.59868,23.715986800000003,0.3076215277777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
2,23.715986800000003,5184000,0,0,2.0,13,2371.59868,23.715986800000003,0.3076215277777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
2,23.715986800000003,5184000,0,0,2.0,13,2371.59868,23.715986800000003,0.8742881944444445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
2,23.715986800000003,5184000,0,0,2.0,13,2371.59868,23.715986800000003,0.8742881944444445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
12,500.0,2736231,0,1,5.0,1,500.0,114.0,0.5789829148196918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,5028.0,1814400,0,1,89.0,1,1500.0,3934.0,0.9070271164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,192.95527455,2592000,0,1,3.0,4,142.929833,35.73245825,0.6365883487654321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,192.95527455,2592000,0,1,3.0,4,142.929833,35.73245825,0.6365883487654321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,408.0,2592000,0,1,16.0,3,350.0,264.0,0.6366855709876543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,408.0,2592000,0,1,16.0,3,350.0,264.0,0.6366855709876543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,7759.4979972,5180400,0,1,33.0,4,5300.20355,4415.06955715,0.3227856922245386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,7759.4979972,5180400,0,1,33.0,4,5300.20355,4415.06955715,0.3227856922245386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1220.12790632,2592000,0,1,33.0,1,407.161704,420.7337608,0.04747569444444445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,3391.0,1875905,0,1,49.0,1,1400.0,2258.0,0.07500646354692801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,4032.0,2764336,0,1,45.0,1,1600.0,1094.0,0.05194592842548807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,4032.0,2764336,0,1,45.0,1,1600.0,1094.0,0.05194592842548807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,5034.0,1521992,0,1,47.0,1,5000.0,2370.0,0.16504160337242246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,410.0,2857055,0,0,6.0,7,750.0,250.0,0.4802340171960288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,410.0,2857055,0,0,6.0,7,750.0,250.0,0.4802340171960288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,42.0,2592000,0,0,2.0,7,500.0,28.0,0.5308090277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,42.0,2592000,0,0,2.0,7,500.0,28.0,0.5308090277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,25.582628,2592000,0,0,0.0,7,639.5657,0.0,0.5421547067901235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,25.582628,2592000,0,0,0.0,7,639.5657,0.0,0.5421547067901235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,175.0,2592000,0,0,3.0,7,3000.0,130.0,0.5484957561728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,175.0,2592000,0,0,3.0,7,3000.0,130.0,0.5484957561728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,26.0,2592000,0,0,1.0,7,15000.0,25.0,0.9098136574074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,26.0,2592000,0,0,1.0,7,15000.0,25.0,0.9098136574074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,147.74984785,2592000,0,0,14.0,7,2387.34045,147.21932775,0.9393433641975308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,147.74984785,2592000,0,0,14.0,7,2387.34045,147.21932775,0.9393433641975308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11.0,2536816,0,0,0.0,7,5400.0,0.0,-0.021824207983551037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11.0,2536816,0,0,0.0,7,5400.0,0.0,-0.021824207983551037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,162.0,3888000,0,0,0.0,7,10000.0,0.0,0.006723251028806584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,162.0,3888000,0,0,0.0,7,10000.0,0.0,0.006723251028806584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,162.0,3888000,0,0,2.0,7,10000.0,162.0,0.7622788065843621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,162.0,3888000,0,0,2.0,7,10000.0,162.0,0.7622788065843621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,106.0,2592000,0,0,0.0,7,500.0,0.0,0.031259259259259264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,106.0,2592000,0,0,0.0,7,500.0,0.0,0.031259259259259264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7.5386355,2592000,0,0,1.0,7,15077.271,7.5386355,0.1590443672839506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7.5386355,2592000,0,0,1.0,7,15077.271,7.5386355,0.1590443672839506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,4207.68847521,3024000,0,1,157.0,4,2199.779046,3757.95587025,0.6571044973544974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,4207.68847521,3024000,0,1,157.0,4,2199.779046,3757.95587025,0.6571044973544974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,838.0,2592000,0,1,27.0,1,500.0,661.0,0.7760482253086419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,411.0,2490673,0,1,14.0,4,350.0,403.0,0.8149897638108254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,411.0,2490673,0,1,14.0,4,350.0,403.0,0.8149897638108254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,6224.0,2592000,1,1,124.0,4,2500.0,5195.0,0.7958858024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,6224.0,2592000,1,1,124.0,4,2500.0,5195.0,0.7958858024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1780.0,2592000,0,1,7.0,1,1500.0,1780.0,0.7992364969135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,243.24315482,2592000,0,1,11.0,1,241.632273,233.5778639,0.8309116512345679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1510.0,2592000,0,1,31.0,4,1400.0,1005.0,0.8429382716049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1510.0,2592000,0,1,31.0,4,1400.0,1005.0,0.8429382716049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.0,432000,0,0,0.0,8,1200.0,0.0,0.5163865740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1.0,432000,0,0,0.0,8,1200.0,0.0,0.5163865740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,14.4363576,2588400,0,0,1.0,8,1082.7268199999999,14.4363576,0.12904535620460514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,14.4363576,2588400,0,0,1.0,8,1082.7268199999999,14.4363576,0.12904535620460514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.0,2588400,0,0,0.0,8,6000.0,0.0,0.15061736980373974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.0,2588400,0,0,0.0,8,6000.0,0.0,0.15061736980373974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,55.7730704,2874390,0,0,2.0,8,557.7307040000001,55.7730704,0.22125390082765387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,55.7730704,2874390,0,0,2.0,8,557.7307040000001,55.7730704,0.22125390082765387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,377.47605888,5180400,1,0,12.0,8,2724.672,242.5412192,0.1710452860782951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,377.47605888,5180400,1,0,12.0,8,2724.672,242.5412192,0.1710452860782951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
85,14639.0,2592000,0,1,71.0,7,13500.0,13815.0,0.5430945216049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,14639.0,2592000,0,1,71.0,7,13500.0,13815.0,0.5430945216049383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,944.75648205,2585818,0,1,6.0,7,810.9497700000002,255.44917755,0.5539129203988834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,944.75648205,2585818,0,1,6.0,7,810.9497700000002,255.44917755,0.5539129203988834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,2240.20617646,2450707,0,1,61.0,1,283.211906,1546.33700676,0.5857766758735337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,392.0,2592000,0,1,7.0,7,300.0,322.0,0.5639814814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,392.0,2592000,0,1,7.0,7,300.0,322.0,0.5639814814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,405.375276,2592000,0,1,15.0,1,337.81273,274.32432405,0.3662465277777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1288.1672622,2592000,0,1,10.0,1,471.85614,975.169356,0.5065601851851852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
23,630.0,2160000,0,1,11.0,1,580.0,254.0,0.6079217592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
92,5736.03404064,2588400,1,1,11.0,10,4863.400955,883.74943068,-0.011368799258229022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
92,5736.03404064,2588400,1,1,9.0,10,4863.400955,855.95856808,-0.011368799258229022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,413.27273,2588400,0,1,3.0,10,397.377625,120.802798,0.07474385720908669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,413.27273,2588400,0,1,3.0,10,397.377625,120.802798,0.07474385720908669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,1512.0,2592000,1,1,33.0,10,350.0,1129.0,0.4925489969135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1512.0,2592000,1,1,33.0,10,350.0,1129.0,0.4925489969135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2258.0,2418347,0,1,29.0,10,1000.0,2163.0,0.8124338649499018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,398.0,2160000,0,0,8.0,4,1540.0,347.0,0.4856106481481482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9,398.0,2160000,0,0,8.0,4,1540.0,347.0,0.4856106481481482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,117.0,2592000,0,0,3.0,4,3000.0,117.0,0.42318479938271597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,117.0,2592000,0,0,3.0,4,3000.0,117.0,0.42318479938271597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5,131.0,3452400,0,0,5.0,4,800.0,95.0,0.3224194763063376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5,131.0,3452400,0,0,5.0,4,800.0,95.0,0.3224194763063376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,25.50879414,2592000,0,0,0.0,4,496.0043305,0.0,0.4331489197530864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,25.50879414,2592000,0,0,0.0,4,496.0043305,0.0,0.4331489197530864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,12.0,2592000,0,0,0.0,4,7000.0,0.0,0.4408418209876544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,12.0,2592000,0,0,0.0,4,7000.0,0.0,0.4408418209876544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1.0,3452400,0,0,1.0,4,5000.0,1.0,0.3505219557409339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.0,3452400,0,0,1.0,4,5000.0,1.0,0.3505219557409339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,420.5963574,5180400,0,0,7.0,4,618.524055,382.24786599,0.2442672380511157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,420.5963574,5180400,0,0,7.0,4,618.524055,382.24786599,0.2442672380511157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1471.0,2592000,0,0,24.0,4,2500.0,1022.0,0.5081759259259261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1471.0,2592000,0,0,24.0,4,2500.0,1022.0,0.5081759259259261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,51.0,3024000,0,0,5.0,4,300.0,90.0,0.4382443783068783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,51.0,3024000,0,0,5.0,4,300.0,90.0,0.4382443783068783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,78.61140815,2686471,0,0,5.0,4,2143.947495,78.61140815,0.621235442333083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,78.61140815,2686471,0,0,5.0,4,2143.947495,78.61140815,0.621235442333083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,6411.0,2559313,0,1,134.0,5,4000.0,4677.0,0.5203400287499028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
201,6411.0,2559313,0,1,134.0,5,4000.0,4677.0,0.5203400287499028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
797,22916.0,2661053,1,1,452.0,5,5800.0,12976.0,0.5046998312322227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
